order,source,method,param,target,prerequisite,status
243,SPECIES_NOSEPASS,EVO_MAP,MAPSEC_THUNDERCAP_MOUNTAIN,SPECIES_PROBOPASS,0,offline_capable
244,SPECIES_NOSEPASS,EVO_ITEM,ITEM_THUNDER_STONE,SPECIES_PROBOPASS,0,offline_capable
245,SPECIES_SABLEYE,EVO_MEGA,ITEM_SABLENITE,SPECIES_SABLEYE_MEGA,MEGA_VARIANT_STANDARD,transformation
246,SPECIES_BARBOACH,EVO_LEVEL,30,SPECIES_WHISCASH,0,offline_capable
247,SPECIES_CORPHISH,EVO_LEVEL,30,SPECIES_CRAWDAUNT,0,offline_capable
248,SPECIES_FEEBAS,EVO_ITEM,ITEM_PRISM_SCALE,SPECIES_MILOTIC,0,offline_capable
249,SPECIES_FEEBAS,EVO_TRADE_ITEM,ITEM_PRISM_SCALE,SPECIES_MILOTIC,0,offline_capable
250,SPECIES_CARVANHA,EVO_LEVEL,30,SPECIES_SHARPEDO,0,offline_capable
251,SPECIES_SHARPEDO,EVO_MEGA,ITEM_SHARPEDONITE,SPECIES_SHARPEDO_MEGA,MEGA_VARIANT_STANDARD,transformation
252,SPECIES_TRAPINCH,EVO_LEVEL,35,SPECIES_VIBRAVA,0,offline_capable
253,SPECIES_VIBRAVA,EVO_LEVEL,45,SPECIES_FLYGON,0,offline_capable
254,SPECIES_MAKUHITA,EVO_LEVEL,24,SPECIES_HARIYAMA,0,offline_capable
255,SPECIES_ELECTRIKE,EVO_LEVEL,26,SPECIES_MANECTRIC,0,offline_capable
256,SPECIES_MANECTRIC,EVO_MEGA,ITEM_MANECTITE,SPECIES_MANECTRIC_MEGA,MEGA_VARIANT_STANDARD,transformation
257,SPECIES_NUMEL,EVO_LEVEL,33,SPECIES_CAMERUPT,0,offline_capable
258,SPECIES_CAMERUPT,EVO_MEGA,ITEM_CAMERUPTITE,SPECIES_CAMERUPT_MEGA,MEGA_VARIANT_STANDARD,transformation
259,SPECIES_SPHEAL,EVO_LEVEL,32,SPECIES_SEALEO,0,offline_capable
260,SPECIES_SEALEO,EVO_LEVEL,44,SPECIES_WALREIN,0,offline_capable
261,SPECIES_CACNEA,EVO_LEVEL,32,SPECIES_CACTURNE,0,offline_capable
262,SPECIES_SNORUNT,EVO_LEVEL,30,SPECIES_GLALIE,0,offline_capable
263,SPECIES_SNORUNT,EVO_ITEM,ITEM_DAWN_STONE,SPECIES_FROSLASS,MON_FEMALE,offline_capable
264,SPECIES_GLALIE,EVO_MEGA,ITEM_GLALITITE,SPECIES_GLALIE_MEGA,MEGA_VARIANT_STANDARD,transformation
265,SPECIES_AZURILL,EVO_FRIENDSHIP,0,SPECIES_MARILL,0,offline_capable
266,SPECIES_SPOINK,EVO_LEVEL,32,SPECIES_GRUMPIG,0,offline_capable
267,SPECIES_MAWILE,EVO_MEGA,ITEM_MAWILITE,SPECIES_MAWILE_MEGA,MEGA_VARIANT_STANDARD,transformation
268,SPECIES_MEDITITE,EVO_LEVEL,37,SPECIES_MEDICHAM,0,offline_capable
269,SPECIES_MEDICHAM,EVO_MEGA,ITEM_MEDICHAMITE,SPECIES_MEDICHAM_MEGA,MEGA_VARIANT_STANDARD,transformation
270,SPECIES_SWABLU,EVO_LEVEL,35,SPECIES_ALTARIA,0,offline_capable
271,SPECIES_ALTARIA,EVO_MEGA,ITEM_ALTARIANITE,SPECIES_ALTARIA_MEGA,MEGA_VARIANT_STANDARD,transformation
272,SPECIES_WYNAUT,EVO_LEVEL,15,SPECIES_WOBBUFFET,0,offline_capable
273,SPECIES_DUSKULL,EVO_LEVEL,37,SPECIES_DUSCLOPS,0,offline_capable
274,SPECIES_DUSCLOPS,EVO_ITEM,ITEM_REAPER_CLOTH,SPECIES_DUSKNOIR,0,offline_capable
275,SPECIES_DUSCLOPS,EVO_TRADE_ITEM,ITEM_REAPER_CLOTH,SPECIES_DUSKNOIR,0,offline_capable
276,SPECIES_ROSELIA,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_ROSERADE,0,offline_capable
277,SPECIES_SLAKOTH,EVO_LEVEL,18,SPECIES_VIGOROTH,0,offline_capable
278,SPECIES_VIGOROTH,EVO_LEVEL,36,SPECIES_SLAKING,0,offline_capable
279,SPECIES_GULPIN,EVO_LEVEL,26,SPECIES_SWALOT,0,offline_capable
280,SPECIES_WHISMUR,EVO_LEVEL,20,SPECIES_LOUDRED,0,offline_capable
281,SPECIES_LOUDRED,EVO_LEVEL,40,SPECIES_EXPLOUD,0,offline_capable
282,SPECIES_CLAMPERL,EVO_ITEM,ITEM_DEEP_SEA_TOOTH,SPECIES_HUNTAIL,0,offline_capable
283,SPECIES_CLAMPERL,EVO_ITEM,ITEM_DEEP_SEA_SCALE,SPECIES_GOREBYSS,0,offline_capable
284,SPECIES_CLAMPERL,EVO_TRADE_ITEM,ITEM_DEEP_SEA_TOOTH,SPECIES_HUNTAIL,0,offline_capable
285,SPECIES_CLAMPERL,EVO_TRADE_ITEM,ITEM_DEEP_SEA_SCALE,SPECIES_GOREBYSS,0,offline_capable
286,SPECIES_ABSOL,EVO_MEGA,ITEM_ABSOLITE_Z,SPECIES_ABSOL_MEGA_Z,MEGA_VARIANT_STANDARD,transformation
287,SPECIES_ABSOL,EVO_MEGA,ITEM_ABSOLITE,SPECIES_ABSOL_MEGA,MEGA_VARIANT_STANDARD,transformation
288,SPECIES_SHUPPET,EVO_LEVEL,37,SPECIES_BANETTE,0,offline_capable
289,SPECIES_BANETTE,EVO_MEGA,ITEM_BANETTITE,SPECIES_BANETTE_MEGA,MEGA_VARIANT_STANDARD,transformation
290,SPECIES_ARON,EVO_LEVEL,32,SPECIES_LAIRON,0,offline_capable
291,SPECIES_LAIRON,EVO_LEVEL,42,SPECIES_AGGRON,0,offline_capable
292,SPECIES_AGGRON,EVO_MEGA,ITEM_AGGRONITE,SPECIES_AGGRON_MEGA,MEGA_VARIANT_STANDARD,transformation
293,SPECIES_LILEEP,EVO_LEVEL,40,SPECIES_CRADILY,0,offline_capable
294,SPECIES_ANORITH,EVO_LEVEL,40,SPECIES_ARMALDO,0,offline_capable
295,SPECIES_RALTS,EVO_LEVEL,20,SPECIES_KIRLIA,0,offline_capable
296,SPECIES_KIRLIA,EVO_LEVEL,30,SPECIES_GARDEVOIR,0,offline_capable
297,SPECIES_KIRLIA,EVO_ITEM,ITEM_DAWN_STONE,SPECIES_GALLADE,MON_MALE,offline_capable
298,SPECIES_GARDEVOIR,EVO_MEGA,ITEM_GARDEVOIRITE,SPECIES_GARDEVOIR_MEGA,MEGA_VARIANT_STANDARD,transformation
299,SPECIES_BAGON,EVO_LEVEL,30,SPECIES_SHELGON,0,offline_capable
300,SPECIES_SHELGON,EVO_LEVEL,50,SPECIES_SALAMENCE,0,offline_capable
301,SPECIES_SALAMENCE,EVO_MEGA,ITEM_SALAMENCITE,SPECIES_SALAMENCE_MEGA,MEGA_VARIANT_STANDARD,transformation
302,SPECIES_BELDUM,EVO_LEVEL,20,SPECIES_METANG,0,offline_capable
303,SPECIES_METANG,EVO_LEVEL,45,SPECIES_METAGROSS,0,offline_capable
304,SPECIES_METAGROSS,EVO_MEGA,ITEM_METAGROSSITE,SPECIES_METAGROSS_MEGA,MEGA_VARIANT_STANDARD,transformation
305,SPECIES_KYOGRE,EVO_MEGA,ITEM_BLUE_ORB,SPECIES_KYOGRE_PRIMAL,MEGA_VARIANT_PRIMAL,transformation
306,SPECIES_GROUDON,EVO_MEGA,ITEM_RED_ORB,SPECIES_GROUDON_PRIMAL,MEGA_VARIANT_PRIMAL,transformation
307,SPECIES_RAYQUAZA,EVO_MEGA,MOVE_DRAGONASCENT,SPECIES_RAYQUAZA_MEGA,MEGA_VARIANT_WISH,transformation
308,SPECIES_LATIAS,EVO_MEGA,ITEM_LATIASITE,SPECIES_LATIAS_MEGA,MEGA_VARIANT_STANDARD,transformation
309,SPECIES_LATIOS,EVO_MEGA,ITEM_LATIOSITE,SPECIES_LATIOS_MEGA,MEGA_VARIANT_STANDARD,transformation
310,SPECIES_TURTWIG,EVO_LEVEL,18,SPECIES_GROTLE,0,offline_capable
311,SPECIES_GROTLE,EVO_LEVEL,32,SPECIES_TORTERRA,0,offline_capable
312,SPECIES_CHIMCHAR,EVO_LEVEL,14,SPECIES_MONFERNO,0,offline_capable
313,SPECIES_MONFERNO,EVO_LEVEL,36,SPECIES_INFERNAPE,0,offline_capable
314,SPECIES_PIPLUP,EVO_LEVEL,16,SPECIES_PRINPLUP,0,offline_capable
315,SPECIES_PRINPLUP,EVO_LEVEL,36,SPECIES_EMPOLEON,0,offline_capable
316,SPECIES_STARLY,EVO_LEVEL,14,SPECIES_STARAVIA,0,offline_capable
317,SPECIES_STARAVIA,EVO_LEVEL,34,SPECIES_STARAPTOR,0,offline_capable
318,SPECIES_BIDOOF,EVO_LEVEL,15,SPECIES_BIBAREL,0,offline_capable
319,SPECIES_KRICKETOT,EVO_LEVEL,10,SPECIES_KRICKETUNE,0,offline_capable
320,SPECIES_SHINX,EVO_LEVEL,15,SPECIES_LUXIO,0,offline_capable
321,SPECIES_LUXIO,EVO_LEVEL,30,SPECIES_LUXRAY,0,offline_capable
322,SPECIES_BUDEW,EVO_FRIENDSHIP_DAY,0,SPECIES_ROSELIA,0,offline_capable
323,SPECIES_CRANIDOS,EVO_LEVEL,30,SPECIES_RAMPARDOS,0,offline_capable
324,SPECIES_SHIELDON,EVO_LEVEL,30,SPECIES_BASTIODON,0,offline_capable
325,SPECIES_BURMY,EVO_FEMALE_LEVEL,20,SPECIES_WORMADAM,0,offline_capable
326,SPECIES_BURMY,EVO_MALE_LEVEL,20,SPECIES_MOTHIM,0,offline_capable
327,SPECIES_COMBEE,EVO_FEMALE_LEVEL,21,SPECIES_VESPIQUEN,0,offline_capable
328,SPECIES_BUIZEL,EVO_LEVEL,26,SPECIES_FLOATZEL,0,offline_capable
329,SPECIES_CHERUBI,EVO_LEVEL,25,SPECIES_CHERRIM,0,offline_capable
330,SPECIES_SHELLOS,EVO_LEVEL,30,SPECIES_GASTRODON,0,offline_capable
331,SPECIES_DRIFLOON,EVO_LEVEL,28,SPECIES_DRIFBLIM,0,offline_capable
332,SPECIES_BUNEARY,EVO_FRIENDSHIP,0,SPECIES_LOPUNNY,0,offline_capable
333,SPECIES_LOPUNNY,EVO_MEGA,ITEM_LOPUNNITE,SPECIES_LOPUNNY_MEGA,MEGA_VARIANT_STANDARD,transformation
334,SPECIES_GLAMEOW,EVO_LEVEL,34,SPECIES_PURUGLY,0,offline_capable
335,SPECIES_CHINGLING,EVO_FRIENDSHIP_NIGHT,0,SPECIES_CHIMECHO,0,offline_capable
336,SPECIES_STUNKY,EVO_LEVEL,34,SPECIES_SKUNTANK,0,offline_capable
337,SPECIES_BRONZOR,EVO_LEVEL,33,SPECIES_BRONZONG,0,offline_capable
338,SPECIES_BONSLY,EVO_MOVE,MOVE_MIMIC,SPECIES_SUDOWOODO,0,offline_capable
339,SPECIES_MIME_JR,EVO_MOVE,MOVE_MIMIC,SPECIES_MR_MIME,0,offline_capable
340,SPECIES_HAPPINY,EVO_HOLD_ITEM_DAY,ITEM_OVAL_STONE,SPECIES_CHANSEY,0,offline_capable
341,SPECIES_GIBLE,EVO_LEVEL,24,SPECIES_GABITE,0,offline_capable
342,SPECIES_GABITE,EVO_LEVEL,48,SPECIES_GARCHOMP,0,offline_capable
343,SPECIES_GARCHOMP,EVO_MEGA,ITEM_GARCHOMPITE_Z,SPECIES_GARCHOMP_MEGA_Z,MEGA_VARIANT_STANDARD,transformation
344,SPECIES_GARCHOMP,EVO_MEGA,ITEM_GARCHOMPITE,SPECIES_GARCHOMP_MEGA,MEGA_VARIANT_STANDARD,transformation
345,SPECIES_MUNCHLAX,EVO_FRIENDSHIP,0,SPECIES_SNORLAX,0,offline_capable
346,SPECIES_RIOLU,EVO_FRIENDSHIP_DAY,0,SPECIES_LUCARIO,0,offline_capable
347,SPECIES_LUCARIO,EVO_MEGA,ITEM_LUCARIONITE_Z,SPECIES_LUCARIO_MEGA_Z,MEGA_VARIANT_STANDARD,transformation
348,SPECIES_LUCARIO,EVO_MEGA,ITEM_LUCARIONITE,SPECIES_LUCARIO_MEGA,MEGA_VARIANT_STANDARD,transformation
349,SPECIES_HIPPOPOTAS,EVO_LEVEL,34,SPECIES_HIPPOWDON,0,offline_capable
350,SPECIES_SKORUPI,EVO_LEVEL,40,SPECIES_DRAPION,0,offline_capable
351,SPECIES_CROAGUNK,EVO_LEVEL,37,SPECIES_TOXICROAK,0,offline_capable
352,SPECIES_FINNEON,EVO_LEVEL,31,SPECIES_LUMINEON,0,offline_capable
353,SPECIES_MANTYKE,EVO_OTHER_PARTY_MON,SPECIES_REMORAID,SPECIES_MANTINE,0,offline_capable
354,SPECIES_SNOVER,EVO_LEVEL,40,SPECIES_ABOMASNOW,0,offline_capable
355,SPECIES_ABOMASNOW,EVO_MEGA,ITEM_ABOMASITE,SPECIES_ABOMASNOW_MEGA,MEGA_VARIANT_STANDARD,transformation
356,SPECIES_GALLADE,EVO_MEGA,ITEM_GALLADITE,SPECIES_GALLADE_MEGA,MEGA_VARIANT_STANDARD,transformation
357,SPECIES_SNIVY,EVO_LEVEL,17,SPECIES_SERVINE,0,offline_capable
358,SPECIES_SERVINE,EVO_LEVEL,36,SPECIES_SERPERIOR,0,offline_capable
359,SPECIES_TEPIG,EVO_LEVEL,17,SPECIES_PIGNITE,0,offline_capable
360,SPECIES_PIGNITE,EVO_LEVEL,36,SPECIES_EMBOAR,0,offline_capable
361,SPECIES_OSHAWOTT,EVO_LEVEL,17,SPECIES_DEWOTT,0,offline_capable
362,SPECIES_DEWOTT,EVO_LEVEL,36,SPECIES_SAMUROTT,0,offline_capable
363,SPECIES_DEWOTT,EVO_LEVEL_HOLD_ITEM,36,SPECIES_SAMUROTT_H,ITEM_HISUI_ROCK,offline_capable
364,SPECIES_PATRAT,EVO_LEVEL,20,SPECIES_WATCHOG,0,offline_capable
365,SPECIES_LILLIPUP,EVO_LEVEL,16,SPECIES_HERDIER,0,offline_capable
366,SPECIES_HERDIER,EVO_LEVEL,32,SPECIES_STOUTLAND,0,offline_capable
367,SPECIES_PURRLOIN,EVO_LEVEL,20,SPECIES_LIEPARD,0,offline_capable
368,SPECIES_PANSAGE,EVO_ITEM,ITEM_LEAF_STONE,SPECIES_SIMISAGE,0,offline_capable
369,SPECIES_PANSEAR,EVO_ITEM,ITEM_FIRE_STONE,SPECIES_SIMISEAR,0,offline_capable
370,SPECIES_PANPOUR,EVO_ITEM,ITEM_WATER_STONE,SPECIES_SIMIPOUR,0,offline_capable
371,SPECIES_MUNNA,EVO_ITEM,ITEM_MOON_STONE,SPECIES_MUSHARNA,0,offline_capable
372,SPECIES_PIDOVE,EVO_LEVEL,21,SPECIES_TRANQUILL,0,offline_capable
373,SPECIES_TRANQUILL,EVO_LEVEL,32,SPECIES_UNFEZANT,0,offline_capable
374,SPECIES_BLITZLE,EVO_LEVEL,27,SPECIES_ZEBSTRIKA,0,offline_capable
375,SPECIES_ROGGENROLA,EVO_LEVEL,25,SPECIES_BOLDORE,0,offline_capable
376,SPECIES_BOLDORE,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GIGALITH,0,offline_capable
377,SPECIES_BOLDORE,EVO_TRADE,0,SPECIES_GIGALITH,0,offline_capable
378,SPECIES_WOOBAT,EVO_FRIENDSHIP,0,SPECIES_SWOOBAT,0,offline_capable
379,SPECIES_DRILBUR,EVO_LEVEL,31,SPECIES_EXCADRILL,0,offline_capable
380,SPECIES_AUDINO,EVO_MEGA,ITEM_AUDINITE,SPECIES_AUDINO_MEGA,MEGA_VARIANT_STANDARD,transformation
381,SPECIES_TIMBURR,EVO_LEVEL,25,SPECIES_GURDURR,0,offline_capable
382,SPECIES_GURDURR,EVO_TRADE,0,SPECIES_CONKELDURR,0,offline_capable
383,SPECIES_GURDURR,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_CONKELDURR,0,offline_capable
384,SPECIES_TYMPOLE,EVO_LEVEL,25,SPECIES_PALPITOAD,0,offline_capable
385,SPECIES_PALPITOAD,EVO_LEVEL,36,SPECIES_SEISMITOAD,0,offline_capable
386,SPECIES_SEWADDLE,EVO_LEVEL,20,SPECIES_SWADLOON,0,offline_capable
387,SPECIES_SWADLOON,EVO_FRIENDSHIP,0,SPECIES_LEAVANNY,0,offline_capable
388,SPECIES_VENIPEDE,EVO_LEVEL,22,SPECIES_WHIRLIPEDE,0,offline_capable
389,SPECIES_WHIRLIPEDE,EVO_LEVEL,30,SPECIES_SCOLIPEDE,0,offline_capable
390,SPECIES_COTTONEE,EVO_ITEM,ITEM_SUN_STONE,SPECIES_WHIMSICOTT,0,offline_capable
391,SPECIES_PETILIL,EVO_ITEM,ITEM_SUN_STONE,SPECIES_LILLIGANT,0,offline_capable
392,SPECIES_PETILIL,EVO_ITEM_HOLD_ITEM,ITEM_SUN_STONE,SPECIES_LILLIGANT_H,ITEM_HISUI_ROCK,offline_capable
393,SPECIES_SANDILE,EVO_LEVEL,29,SPECIES_KROKOROK,0,offline_capable
394,SPECIES_KROKOROK,EVO_LEVEL,40,SPECIES_KROOKODILE,0,offline_capable
395,SPECIES_DARUMAKA,EVO_LEVEL,35,SPECIES_DARMANITAN,0,offline_capable
396,SPECIES_DWEBBLE,EVO_LEVEL,34,SPECIES_CRUSTLE,0,offline_capable
397,SPECIES_SCRAGGY,EVO_LEVEL,39,SPECIES_SCRAFTY,0,offline_capable
398,SPECIES_YAMASK,EVO_LEVEL,34,SPECIES_COFAGRIGUS,0,offline_capable
399,SPECIES_TIRTOUGA,EVO_LEVEL,37,SPECIES_CARRACOSTA,0,offline_capable
400,SPECIES_ARCHEN,EVO_LEVEL,37,SPECIES_ARCHEOPS,0,offline_capable
401,SPECIES_TRUBBISH,EVO_LEVEL,36,SPECIES_GARBODOR,0,offline_capable
402,SPECIES_GARBODOR,EVO_GIGANTAMAX,TRUE,SPECIES_GARBODOR_GIGA,0,transformation
403,SPECIES_ZORUA,EVO_LEVEL,30,SPECIES_ZOROARK,0,offline_capable
404,SPECIES_MINCCINO,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_CINCCINO,0,offline_capable
405,SPECIES_GOTHITA,EVO_LEVEL,32,SPECIES_GOTHORITA,0,offline_capable
406,SPECIES_GOTHORITA,EVO_LEVEL,41,SPECIES_GOTHITELLE,0,offline_capable
407,SPECIES_SOLOSIS,EVO_LEVEL,32,SPECIES_DUOSION,0,offline_capable
408,SPECIES_DUOSION,EVO_LEVEL,41,SPECIES_REUNICLUS,0,offline_capable
409,SPECIES_DUCKLETT,EVO_LEVEL,30,SPECIES_SWANNA,0,offline_capable
410,SPECIES_VANILLITE,EVO_LEVEL,24,SPECIES_VANILLISH,0,offline_capable
411,SPECIES_VANILLISH,EVO_LEVEL,42,SPECIES_VANILLUXE,0,offline_capable
412,SPECIES_DEERLING,EVO_LEVEL,34,SPECIES_SAWSBUCK,0,offline_capable
413,SPECIES_KARRABLAST,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_ESCAVALIER,0,offline_capable
414,SPECIES_KARRABLAST,EVO_TRADE,0,SPECIES_ESCAVALIER,0,offline_capable
415,SPECIES_FOONGUS,EVO_LEVEL,39,SPECIES_AMOONGUSS,0,offline_capable
416,SPECIES_FRILLISH,EVO_LEVEL,40,SPECIES_JELLICENT,0,offline_capable
417,SPECIES_JOLTIK,EVO_LEVEL,36,SPECIES_GALVANTULA,0,offline_capable
418,SPECIES_FERROSEED,EVO_LEVEL,40,SPECIES_FERROTHORN,0,offline_capable
419,SPECIES_KLINK,EVO_LEVEL,35,SPECIES_KLANG,0,offline_capable
420,SPECIES_KLANG,EVO_LEVEL,45,SPECIES_KLINKLANG,0,offline_capable
421,SPECIES_TYNAMO,EVO_LEVEL,39,SPECIES_EELEKTRIK,0,offline_capable
422,SPECIES_EELEKTRIK,EVO_ITEM,ITEM_THUNDER_STONE,SPECIES_EELEKTROSS,0,offline_capable
423,SPECIES_ELGYEM,EVO_LEVEL,42,SPECIES_BEHEEYEM,0,offline_capable
424,SPECIES_LITWICK,EVO_LEVEL,41,SPECIES_LAMPENT,0,offline_capable
425,SPECIES_LAMPENT,EVO_ITEM,ITEM_DUSK_STONE,SPECIES_CHANDELURE,0,offline_capable
426,SPECIES_AXEW,EVO_LEVEL,38,SPECIES_FRAXURE,0,offline_capable
427,SPECIES_FRAXURE,EVO_LEVEL,48,SPECIES_HAXORUS,0,offline_capable
428,SPECIES_CUBCHOO,EVO_LEVEL,37,SPECIES_BEARTIC,0,offline_capable
429,SPECIES_SHELMET,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_ACCELGOR,0,offline_capable
430,SPECIES_SHELMET,EVO_TRADE,0,SPECIES_ACCELGOR,0,offline_capable
431,SPECIES_MIENFOO,EVO_LEVEL,46,SPECIES_MIENSHAO,0,offline_capable
432,SPECIES_GOLETT,EVO_LEVEL,43,SPECIES_GOLURK,0,offline_capable
433,SPECIES_PAWNIARD,EVO_LEVEL,52,SPECIES_BISHARP,0,offline_capable
434,SPECIES_BISHARP,EVO_ITEM,ITEM_LEADERS_CREST,SPECIES_KINGAMBIT,0,offline_capable
435,SPECIES_RUFFLET,EVO_LEVEL,50,SPECIES_BRAVIARY,0,offline_capable
436,SPECIES_RUFFLET,EVO_LEVEL_HOLD_ITEM,50,SPECIES_BRAVIARY_H,ITEM_HISUI_ROCK,offline_capable
437,SPECIES_VULLABY,EVO_LEVEL,50,SPECIES_MANDIBUZZ,0,offline_capable
438,SPECIES_DEINO,EVO_LEVEL,50,SPECIES_ZWEILOUS,0,offline_capable
439,SPECIES_ZWEILOUS,EVO_LEVEL,64,SPECIES_HYDREIGON,0,offline_capable
440,SPECIES_LARVESTA,EVO_LEVEL,59,SPECIES_VOLCARONA,0,offline_capable
441,SPECIES_FRILLISH_F,EVO_LEVEL,40,SPECIES_JELLICENT_F,0,offline_capable
442,SPECIES_BURMY_SANDY,EVO_FEMALE_LEVEL,20,SPECIES_WORMADAM_SANDY,0,offline_capable
443,SPECIES_BURMY_SANDY,EVO_MALE_LEVEL,20,SPECIES_MOTHIM,0,offline_capable
444,SPECIES_BURMY_TRASH,EVO_FEMALE_LEVEL,20,SPECIES_WORMADAM_TRASH,0,offline_capable
445,SPECIES_BURMY_TRASH,EVO_MALE_LEVEL,20,SPECIES_MOTHIM,0,offline_capable
446,SPECIES_SHELLOS_EAST,EVO_LEVEL,30,SPECIES_GASTRODON_EAST,0,offline_capable
447,SPECIES_DEERLING_SUMMER,EVO_LEVEL,34,SPECIES_SAWSBUCK_SUMMER,0,offline_capable
448,SPECIES_DEERLING_AUTUMN,EVO_LEVEL,34,SPECIES_SAWSBUCK_AUTUMN,0,offline_capable
449,SPECIES_DEERLING_WINTER,EVO_LEVEL,34,SPECIES_SAWSBUCK_WINTER,0,offline_capable
450,SPECIES_HIPPOPOTAS_F,EVO_LEVEL,34,SPECIES_HIPPOWDON_F,0,offline_capable
451,SPECIES_CHESPIN,EVO_LEVEL,16,SPECIES_QUILLADIN,0,offline_capable
452,SPECIES_QUILLADIN,EVO_LEVEL,36,SPECIES_CHESNAUGHT,0,offline_capable
453,SPECIES_FENNEKIN,EVO_LEVEL,16,SPECIES_BRAIXEN,0,offline_capable
454,SPECIES_BRAIXEN,EVO_LEVEL,36,SPECIES_DELPHOX,0,offline_capable
455,SPECIES_FROAKIE,EVO_LEVEL,16,SPECIES_FROGADIER,0,offline_capable
456,SPECIES_FROGADIER,EVO_LEVEL,36,SPECIES_GRENINJA,0,offline_capable
457,SPECIES_BUNNELBY,EVO_LEVEL,20,SPECIES_DIGGERSBY,0,offline_capable
458,SPECIES_FLETCHLING,EVO_LEVEL,17,SPECIES_FLETCHINDER,0,offline_capable
459,SPECIES_FLETCHINDER,EVO_LEVEL,35,SPECIES_TALONFLAME,0,offline_capable
460,SPECIES_SCATTERBUG,EVO_LEVEL,9,SPECIES_SPEWPA,0,offline_capable
461,SPECIES_SPEWPA,EVO_LEVEL,12,SPECIES_VIVILLON,0,offline_capable
462,SPECIES_LITLEO,EVO_LEVEL,35,SPECIES_PYROAR,0,offline_capable
463,SPECIES_FLABEBE,EVO_LEVEL,19,SPECIES_FLOETTE,0,offline_capable
464,SPECIES_FLOETTE,EVO_MEGA,ITEM_FLOETTITE,SPECIES_FLOETTE_MEGA,MEGA_VARIANT_STANDARD,transformation
465,SPECIES_FLOETTE,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_FLORGES,0,offline_capable
466,SPECIES_SKIDDO,EVO_LEVEL,32,SPECIES_GOGOAT,0,offline_capable
467,SPECIES_PANCHAM,EVO_TYPE_IN_PARTY,32,SPECIES_PANGORO,TYPE_DARK,offline_capable
468,SPECIES_ESPURR,EVO_MALE_LEVEL,25,SPECIES_MEOWSTIC,0,offline_capable
469,SPECIES_ESPURR,EVO_FEMALE_LEVEL,25,SPECIES_MEOWSTIC_FEMALE,0,offline_capable
470,SPECIES_HONEDGE,EVO_LEVEL,35,SPECIES_DOUBLADE,0,offline_capable
471,SPECIES_DOUBLADE,EVO_ITEM,ITEM_DUSK_STONE,SPECIES_AEGISLASH,0,offline_capable
472,SPECIES_SPRITZEE,EVO_ITEM,ITEM_SACHET,SPECIES_AROMATISSE,0,offline_capable
473,SPECIES_SPRITZEE,EVO_TRADE_ITEM,ITEM_SACHET,SPECIES_AROMATISSE,0,offline_capable
474,SPECIES_SWIRLIX,EVO_ITEM,ITEM_WHIPPED_DREAM,SPECIES_SLURPUFF,0,offline_capable
475,SPECIES_SWIRLIX,EVO_TRADE_ITEM,ITEM_WHIPPED_DREAM,SPECIES_SLURPUFF,0,offline_capable
476,SPECIES_INKAY,EVO_LEVEL,30,SPECIES_MALAMAR,0,offline_capable
477,SPECIES_BINACLE,EVO_LEVEL,36,SPECIES_BARBARACLE,0,offline_capable
478,SPECIES_SKRELP,EVO_LEVEL,48,SPECIES_DRAGALGE,0,offline_capable
479,SPECIES_CLAUNCHER,EVO_LEVEL,37,SPECIES_CLAWITZER,0,offline_capable
480,SPECIES_HELIOPTILE,EVO_ITEM,ITEM_SUN_STONE,SPECIES_HELIOLISK,0,offline_capable
481,SPECIES_TYRUNT,EVO_LEVEL_DAY,39,SPECIES_TYRANTRUM,0,offline_capable
482,SPECIES_AMAURA,EVO_LEVEL_NIGHT,39,SPECIES_AURORUS,0,offline_capable
483,SPECIES_GOOMY,EVO_LEVEL,40,SPECIES_SLIGGOO,0,offline_capable
484,SPECIES_GOOMY,EVO_LEVEL_HOLD_ITEM,40,SPECIES_SLIGGOO_H,ITEM_HISUI_ROCK,offline_capable
485,SPECIES_SLIGGOO,EVO_RAINY_FOGGY_OW,50,SPECIES_GOODRA,0,offline_capable
486,SPECIES_PHANTUMP,EVO_TRADE,0,SPECIES_TREVENANT,0,offline_capable
487,SPECIES_PHANTUMP,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_TREVENANT,0,offline_capable
488,SPECIES_PUMPKABOO,EVO_TRADE,0,SPECIES_GOURGEIST,0,offline_capable
489,SPECIES_PUMPKABOO,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GOURGEIST,0,offline_capable
490,SPECIES_BERGMITE,EVO_LEVEL,37,SPECIES_AVALUGG,0,offline_capable
491,SPECIES_BERGMITE,EVO_LEVEL_HOLD_ITEM,37,SPECIES_AVALUGG_H,ITEM_HISUI_ROCK,offline_capable
492,SPECIES_NOIBAT,EVO_LEVEL,48,SPECIES_NOIVERN,0,offline_capable
493,SPECIES_DIANCIE,EVO_MEGA,ITEM_DIANCITE,SPECIES_DIANCIE_MEGA,MEGA_VARIANT_STANDARD,transformation
