species,form,acquisition_method,map,encounter_type,badge_requirement,rate,evolution_source,quest,notes
SPECIES_ZIGZAGOON,,wild,ROUTE_1,land,0,table slot,,,morning; levels 2-3
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,10,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,10,,,stock FireRed; levels 14-14
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,10,,,stock FireRed; levels 18-18
SPECIES_HAUNTER,,wild,POKEMON_TOWER_4F,land,varies,5,,,stock FireRed; levels 20-20
SPECIES_CUBONE,,wild,POKEMON_TOWER_4F,land,varies,5,,,stock FireRed; levels 15-15
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_CUBONE,,wild,POKEMON_TOWER_4F,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_4F,land,varies,1,,,stock FireRed; levels 19-19
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,20,,,stock FireRed; levels 15-15
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,10,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,10,,,stock FireRed; levels 14-14
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,10,,,stock FireRed; levels 18-18
SPECIES_HAUNTER,,wild,POKEMON_TOWER_5F,land,varies,5,,,stock FireRed; levels 20-20
SPECIES_CUBONE,,wild,POKEMON_TOWER_5F,land,varies,5,,,stock FireRed; levels 15-15
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_CUBONE,,wild,POKEMON_TOWER_5F,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_5F,land,varies,1,,,stock FireRed; levels 19-19
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,20,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,10,,,stock FireRed; levels 18-18
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,10,,,stock FireRed; levels 14-14
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,10,,,stock FireRed; levels 19-19
SPECIES_HAUNTER,,wild,POKEMON_TOWER_6F,land,varies,5,,,stock FireRed; levels 21-21
SPECIES_CUBONE,,wild,POKEMON_TOWER_6F,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,4,,,stock FireRed; levels 18-18
SPECIES_CUBONE,,wild,POKEMON_TOWER_6F,land,varies,4,,,stock FireRed; levels 19-19
SPECIES_GASTLY,,wild,POKEMON_TOWER_6F,land,varies,1,,,stock FireRed; levels 18-18
SPECIES_HAUNTER,,wild,POKEMON_TOWER_6F,land,varies,1,,,stock FireRed; levels 23-23
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,20,,,stock FireRed; levels 17-17
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,10,,,stock FireRed; levels 18-18
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,10,,,stock FireRed; levels 19-19
SPECIES_HAUNTER,,wild,POKEMON_TOWER_7F,land,varies,10,,,stock FireRed; levels 23-23
SPECIES_CUBONE,,wild,POKEMON_TOWER_7F,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_CUBONE,,wild,POKEMON_TOWER_7F,land,varies,5,,,stock FireRed; levels 19-19
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,4,,,stock FireRed; levels 18-18
SPECIES_HAUNTER,,wild,POKEMON_TOWER_7F,land,varies,4,,,stock FireRed; levels 23-23
SPECIES_GASTLY,,wild,POKEMON_TOWER_7F,land,varies,1,,,stock FireRed; levels 18-18
SPECIES_HAUNTER,,wild,POKEMON_TOWER_7F,land,varies,1,,,stock FireRed; levels 25-25
SPECIES_VOLTORB,,wild,POWER_PLANT,land,varies,20,,,stock FireRed; levels 22-22
SPECIES_MAGNEMITE,,wild,POWER_PLANT,land,varies,20,,,stock FireRed; levels 22-22
SPECIES_VOLTORB,,wild,POWER_PLANT,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_MAGNEMITE,,wild,POWER_PLANT,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_PIKACHU,,wild,POWER_PLANT,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_PIKACHU,,wild,POWER_PLANT,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_MAGNETON,,wild,POWER_PLANT,land,varies,5,,,stock FireRed; levels 31-31
SPECIES_MAGNETON,,wild,POWER_PLANT,land,varies,5,,,stock FireRed; levels 34-34
SPECIES_PIKACHU,,wild,POWER_PLANT,land,varies,4,,,stock FireRed; levels 26-26
SPECIES_ELECTABUZZ,,wild,POWER_PLANT,land,varies,4,,,stock FireRed; levels 32-32
SPECIES_PIKACHU,,wild,POWER_PLANT,land,varies,1,,,stock FireRed; levels 26-26
SPECIES_ELECTABUZZ,,wild,POWER_PLANT,land,varies,1,,,stock FireRed; levels 35-35
SPECIES_PONYTA,,wild,MT_EMBER_EXTERIOR,land,varies,20,,,stock FireRed; levels 30-30
SPECIES_FEAROW,,wild,MT_EMBER_EXTERIOR,land,varies,20,,,stock FireRed; levels 38-38
SPECIES_PONYTA,,wild,MT_EMBER_EXTERIOR,land,varies,10,,,stock FireRed; levels 33-33
SPECIES_SPEAROW,,wild,MT_EMBER_EXTERIOR,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_MACHOP,,wild,MT_EMBER_EXTERIOR,land,varies,10,,,stock FireRed; levels 35-35
SPECIES_GEODUDE,,wild,MT_EMBER_EXTERIOR,land,varies,10,,,stock FireRed; levels 33-33
SPECIES_PONYTA,,wild,MT_EMBER_EXTERIOR,land,varies,5,,,stock FireRed; levels 36-36
SPECIES_FEAROW,,wild,MT_EMBER_EXTERIOR,land,varies,5,,,stock FireRed; levels 40-40
SPECIES_SPEAROW,,wild,MT_EMBER_EXTERIOR,land,varies,4,,,stock FireRed; levels 30-30
SPECIES_RAPIDASH,,wild,MT_EMBER_EXTERIOR,land,varies,4,,,stock FireRed; levels 39-39
SPECIES_SPEAROW,,wild,MT_EMBER_EXTERIOR,land,varies,1,,,stock FireRed; levels 30-30
SPECIES_RAPIDASH,,wild,MT_EMBER_EXTERIOR,land,varies,1,,,stock FireRed; levels 42-42
SPECIES_GEODUDE,,wild,MT_EMBER_EXTERIOR,rock_smash,varies,60,,,stock FireRed; levels 5-20
SPECIES_GEODUDE,,wild,MT_EMBER_EXTERIOR,rock_smash,varies,30,,,stock FireRed; levels 10-20
SPECIES_GEODUDE,,wild,MT_EMBER_EXTERIOR,rock_smash,varies,5,,,stock FireRed; levels 15-30
SPECIES_GRAVELER,,wild,MT_EMBER_EXTERIOR,rock_smash,varies,4,,,stock FireRed; levels 25-40
SPECIES_GRAVELER,,wild,MT_EMBER_EXTERIOR,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,20,,,stock FireRed; levels 33-33
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,20,,,stock FireRed; levels 35-35
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,10,,,stock FireRed; levels 29-29
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,10,,,stock FireRed; levels 31-31
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,10,,,stock FireRed; levels 31-31
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,10,,,stock FireRed; levels 33-33
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,5,,,stock FireRed; levels 35-35
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,5,,,stock FireRed; levels 37-37
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,4,,,stock FireRed; levels 37-37
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,4,,,stock FireRed; levels 39-39
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,1,,,stock FireRed; levels 37-37
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_1F,land,varies,1,,,stock FireRed; levels 39-39
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,20,,,stock FireRed; levels 34-34
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,20,,,stock FireRed; levels 36-36
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,5,,,stock FireRed; levels 38-38
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,5,,,stock FireRed; levels 38-38
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,4,,,stock FireRed; levels 40-40
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,4,,,stock FireRed; levels 40-40
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,1,,,stock FireRed; levels 40-40
SPECIES_MACHOKE,,wild,MT_EMBER_SUMMIT_PATH_2F,land,varies,1,,,stock FireRed; levels 40-40
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,rock_smash,varies,60,,,stock FireRed; levels 5-20
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,rock_smash,varies,30,,,stock FireRed; levels 10-20
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_2F,rock_smash,varies,5,,,stock FireRed; levels 15-30
SPECIES_GRAVELER,,wild,MT_EMBER_SUMMIT_PATH_2F,rock_smash,varies,4,,,stock FireRed; levels 25-40
SPECIES_GRAVELER,,wild,MT_EMBER_SUMMIT_PATH_2F,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,20,,,stock FireRed; levels 33-33
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,20,,,stock FireRed; levels 35-35
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,10,,,stock FireRed; levels 29-29
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,10,,,stock FireRed; levels 31-31
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,10,,,stock FireRed; levels 31-31
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,10,,,stock FireRed; levels 33-33
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,5,,,stock FireRed; levels 35-35
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,5,,,stock FireRed; levels 37-37
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,4,,,stock FireRed; levels 37-37
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,4,,,stock FireRed; levels 39-39
SPECIES_GEODUDE,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,1,,,stock FireRed; levels 37-37
SPECIES_MACHOP,,wild,MT_EMBER_SUMMIT_PATH_3F,land,varies,1,,,stock FireRed; levels 39-39
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,20,,,stock FireRed; levels 36-36
SPECIES_MACHOP,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,20,,,stock FireRed; levels 38-38
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_MACHOP,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_MACHOP,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,10,,,stock FireRed; levels 36-36
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,5,,,stock FireRed; levels 38-38
SPECIES_MACHOKE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,5,,,stock FireRed; levels 40-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,4,,,stock FireRed; levels 40-40
SPECIES_MACHOKE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,4,,,stock FireRed; levels 42-42
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,1,,,stock FireRed; levels 40-40
SPECIES_MACHOKE,,wild,MT_EMBER_RUBY_PATH_1F,land,varies,1,,,stock FireRed; levels 42-42
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_1F,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_1F,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_1F,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,20,,,stock FireRed; levels 38-38
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,20,,,stock FireRed; levels 36-36
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,10,,,stock FireRed; levels 40-40
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,10,,,stock FireRed; levels 26-26
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,5,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,4,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,4,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,1,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F,land,varies,1,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B1F,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B1F,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,20,,,stock FireRed; levels 40-40
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,10,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,10,,,stock FireRed; levels 28-28
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,5,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,4,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,4,,,stock FireRed; levels 22-22
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,1,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F,land,varies,1,,,stock FireRed; levels 22-22
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B2F,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B2F,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,20,,,stock FireRed; levels 28-28
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,5,,,stock FireRed; levels 20-20
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,5,,,stock FireRed; levels 34-34
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,4,,,stock FireRed; levels 36-36
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,4,,,stock FireRed; levels 18-18
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,1,,,stock FireRed; levels 36-36
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,land,varies,1,,,stock FireRed; levels 18-18
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,rock_smash,varies,60,,,stock FireRed; levels 15-25
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B3F,rock_smash,varies,30,,,stock FireRed; levels 25-35
SPECIES_MAGCARGO,,wild,MT_EMBER_RUBY_PATH_B3F,rock_smash,varies,5,,,stock FireRed; levels 40-45
SPECIES_MAGCARGO,,wild,MT_EMBER_RUBY_PATH_B3F,rock_smash,varies,4,,,stock FireRed; levels 35-45
SPECIES_MAGCARGO,,wild,MT_EMBER_RUBY_PATH_B3F,rock_smash,varies,1,,,stock FireRed; levels 25-35
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,20,,,stock FireRed; levels 40-40
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,20,,,stock FireRed; levels 26-26
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,10,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,10,,,stock FireRed; levels 28-28
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,5,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,5,,,stock FireRed; levels 32-32
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,4,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,4,,,stock FireRed; levels 22-22
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,1,,,stock FireRed; levels 44-44
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,land,varies,1,,,stock FireRed; levels 22-22
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B1F_STAIRS,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,20,,,stock FireRed; levels 38-38
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,20,,,stock FireRed; levels 36-36
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,10,,,stock FireRed; levels 40-40
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,10,,,stock FireRed; levels 24-24
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,10,,,stock FireRed; levels 26-26
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,5,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,5,,,stock FireRed; levels 28-28
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,4,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,4,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,1,,,stock FireRed; levels 42-42
SPECIES_SLUGMA,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,land,varies,1,,,stock FireRed; levels 30-30
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,MT_EMBER_RUBY_PATH_B2F_STAIRS,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_PIDGEOTTO,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,20,,,stock FireRed; levels 37-37
SPECIES_GLOOM,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,20,,,stock FireRed; levels 35-35
SPECIES_PIDGEY,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,10,,,stock FireRed; levels 32-32
SPECIES_ODDISH,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,10,,,stock FireRed; levels 30-30
SPECIES_VENONAT,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_DROWZEE,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,10,,,stock FireRed; levels 34-34
SPECIES_EXEGGCUTE,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,5,,,stock FireRed; levels 35-35
SPECIES_PSYDUCK,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,5,,,stock FireRed; levels 31-31
SPECIES_VENOMOTH,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,4,,,stock FireRed; levels 37-37
SPECIES_HYPNO,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,4,,,stock FireRed; levels 37-37
SPECIES_VENOMOTH,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,1,,,stock FireRed; levels 40-40
SPECIES_HYPNO,,wild,THREE_ISLAND_BERRY_FOREST,land,varies,1,,,stock FireRed; levels 40-40
SPECIES_PSYDUCK,,wild,THREE_ISLAND_BERRY_FOREST,water,varies,60,,,stock FireRed; levels 5-20
